Strategie,Startkapital,Endkapital,PnL %,Max DD %,Trades,Win Rate %,Status
AAVE/USDT:USDT (2h),15,7043.39,46855.92,50.66,4959,47.99,OK
SOL/USDT:USDT (30m),15,947.74,6218.29,22.82,357,54.90,OK
BTC/USDT:USDT (1d),15,621.47,4043.15,28.69,140,41.43,OK
DOGE/USDT:USDT (30m),15,529.45,3429.64,26.42,3663,77.86,OK
